"","logFC","AveExpr","t","P.Value","adj.P.Val","B","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg15173196",-0.03490409,0.180851795,-2.14651613717227,0.0442795859569099,0.0442795859569099,-5.16505985938195,"1",202311278,"F","II","UBE2T","TSS200","island","TSS200-island","chr1:202311043-202311312",NA,NA,"","rs35798826",""
"cg16276199",-0.021157328,0.079368955,-2.14608849432251,0.044317812465669,0.044317812465669,-5.16583914078411,"2",28974102,"R","II","PPP1CB","TSS1500","shore","TSS1500-shore","chr2:28974212-28975388",NA,NA,"","",""
"cg06628693",-0.02613329,0.137352845,-2.14502094036546,0.0444133706652713,0.0444133706652713,-5.16778409128834,"1",84543156,"R","II","PRKACB","TSS1500","island","TSS1500-island","chr1:84543146-84544261",NA,NA,"","",""
"cg10234776",-0.014283108,0.070740686,-2.14465059584014,0.0444465643715,0.0444465643715,-5.16845867186448,"10",64892880,"R","II","NRBF2","TSS200","island","TSS200-island","chr10:64892879-64893336",NA,NA,"","",""
"cg08331840",0.0547109,0.5642605,2.14445681162523,0.0444639420792293,0.0444639420792293,-5.1688116198062,"8",36746760,"R","II","KCNU1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg22956254",0.0272122,0.29554234,2.14441306816566,0.044467865651387,0.044467865651387,-5.16889128899057,"12",7848647,"F","II","GDF3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg08794763",0.0532970300000001,0.476497175,2.14431071011637,0.0444770478904967,0.0444770478904967,-5.16907770791997,"19",2977843,"F","II","TLE6","5'UTR","shore","5'UTR-shore","chr19:2977241-2977471",NA,TRUE,"","rs34084198",""
"cg00398048",-0.0457998499999999,0.264804605,-2.14386218069757,0.0445173044378874,0.0445173044378874,-5.16989452369332,"4",178364342,"F","II","AGA","TSS1500","shore","TSS1500-shore","chr4:178363239-178363708",NA,NA,"","",""
"cg15538427",-0.015975841,0.0983799075,-2.14382365355888,0.0445207638789315,0.0445207638789315,-5.16996468039146,"11",62457014,"R","II","LRRN4CL","5'UTR","shore","5'UTR-shore","chr11:62455073-62455868",TRUE,TRUE,"","",""
"cg21039679",0.05227174,0.49584339,2.14367210081233,0.0445343745186946,0.0445343745186946,-5.17024064549948,"15",38989738,"F","II","C15orf53","Body","opensea","Body-opensea","",NA,NA,"","rs35024396",""
"cg05219900",-0.010740737,0.0489070165,-2.14365627664435,0.0445357958723011,0.0445357958723011,-5.17026945930775,"9",35732569,"R","II","TLN1","TSS200","island","TSS200-island","chr9:35732124-35732757",NA,NA,"high-CpG:35722207-35722673","",""
"cg25488021",0.04123918,0.75550606,2.14328784681854,0.0445689005035989,0.0445689005035989,-5.17094028587078,"6",131277447,"F","II","EPB41L2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg09811393",-0.04325824,0.69004199,-2.14287391739783,0.0446061200591929,0.0446061200591929,-5.17169387090263,"3",50313213,"R","II","SEMA3B","Body","island","Body-island","chr3:50312687-50314419",NA,NA,"","",""
"cg03429582",-0.014210954,0.052956028,-2.14162336825872,0.0447187378669725,0.0447187378669725,-5.17397002336308,"11",66406312,"R","II","RBM4","5'UTR","island","5'UTR-island","chr11:66405742-66406691",NA,NA,"","",""
"cg04993257",0.019963956,0.108115791,2.1414651101785,0.0447330081228168,0.0447330081228168,-5.17425801324628,"19",5568163,"F","II","PLAC2","TSS200","shore","TSS200-shore","chr19:5567518-5567939",TRUE,NA,"","",""
"cg00079056",0.0499953000000001,0.55938441,2.14101129810149,0.0447739516288223,0.0447739516288223,-5.17508376326485,"9",33239641,"R","II","SUGT1P1","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg16545105",0.0413082799999999,0.65057812,2.14095126325816,0.0447793705948103,0.0447793705948103,-5.17519299362039,"5",76248749,"R","II","CRHBP","1stExon","shore","1stExon-shore","chr5:76249435-76250528",NA,NA,"","",""
"cg16691888",-0.02992269,0.169365445,-2.14092069672178,0.0447821298715122,0.0447821298715122,-5.17524860714888,"2",170219230,"F","II","LRP2","TSS200","shore","TSS200-shore","chr2:170220772-170221114",NA,NA,"","",""
"cg03700218",0.011947204,0.041984568,2.14078334633996,0.0447945305537837,0.0447945305537837,-5.1754984997765,"16",1832709,"R","II","SPSB3","TSS200","island","TSS200-island","chr16:1831721-1833568",NA,NA,"","",""
"cg17093267",0.03567001,0.461156255,2.14045296583599,0.0448243717249765,0.0448243717249765,-5.17609954661797,"10",111683654,"F","II","XPNPEP1","TSS1500","shore","TSS1500-shore","chr10:111682775-111683483",NA,NA,"","",""
"cg15534366",0.05770112,0.37661651,2.14042924267757,0.0448265151809365,0.0448265151809365,-5.1761427028933,"20",59826207,"R","II","CDH4","TSS1500","shore","TSS1500-shore","chr20:59826977-59828978",NA,NA,"","",""
"cg10334928",0.0399925,0.77676602,2.14022939955248,0.0448445752763661,0.0448445752763661,-5.17650623809852,"14",81865007,"R","II","STON2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg10957680",-0.022737672,0.10562841,-2.14022724064296,0.0448447704159944,0.0448447704159944,-5.17651016526115,"1",27998883,"F","II","IFI6","TSS200","shelf","TSS200-shelf","chr1:27994727-27995031",NA,TRUE,"","",""
"cg09147213",-0.021699179,0.0964444755,-2.14008692576001,0.0448574548571947,0.0448574548571947,-5.17676539962366,"5",78810602,"F","II","HOMER1","TSS1500","shore","TSS1500-shore","chr5:78809347-78810468",NA,NA,"","","rs77758560"
"cg27541515",-0.02743689,0.178575555,-2.14005108557073,0.0448606953259213,0.0448606953259213,-5.17683059165617,"19",44808796,"F","II","ZNF235","5'UTR","shore","5'UTR-shore","chr19:44808897-44809229",NA,NA,"","",""
"cg23273897",-0.01874857,0.147694485,-2.13980304511994,0.0448831275720556,0.0448831275720556,-5.17728174971782,"3",154796861,"F","II","MME","TSS1500","shore","TSS1500-shore","chr3:154797398-154797988",NA,NA,"","",""
"cg00015770",0.009713837,0.0501890245,2.13971568851597,0.0448910303384195,0.0448910303384195,-5.17744063390023,"4",122302007,"F","II","QRFPR","1stExon","island","1stExon-island","chr4:122301567-122302290",NA,TRUE,"","",""
"cg26577178",-0.027732435,0.1383102525,-2.13941331113615,0.044918394832387,0.044918394832387,-5.17799056651648,"12",75905604,"R","II","KRR1","TSS200","shore","TSS200-shore","chr12:75905219-75905518",TRUE,NA,"","","rs74108844"
"cg04712892",0.07109659,0.684664875,2.13940485697909,0.0449191601325697,0.0449191601325697,-5.17800594136177,"10",115424103,"R","II","NRAP","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg17129141",-0.009851188,0.056551871,-2.13933203280819,0.0449257529237197,0.0449257529237197,-5.17813837881802,"2",47629949,"F","II","MSH2","TSS1500","shore","TSS1500-shore","chr2:47630067-47630791",NA,NA,"","",""
"cg12417466",0.04412569,0.711712335,2.13876861574237,0.0449767888880575,0.0449767888880575,-5.17916290926583,"3",35683819,"F","II","ARPP-21","TSS200","shelf","TSS200-shelf","chr3:35680509-35681628",NA,NA,"","",""
"cg12346881",0.03242119,0.746768615,2.1380676720283,0.0450403558233527,0.0450403558233527,-5.18043728554931,"5",150283885,"R","II","ZNF300","5'UTR","shore","5'UTR-shore","chr5:150284385-150284635",NA,NA,"","",""
"cg07211259",-0.03209172,0.15778603,-2.13774881327216,0.0450692993282802,0.0450692993282802,-5.18101691180861,"9",5510497,"R","II","PDCD1LG2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg11481720",-0.024078069,0.1422785155,-2.13721638534241,0.0451176665745805,0.0451176665745805,-5.18198464668211,"19",12721423,"F","II","ZNF791","TSS1500","shore","TSS1500-shore","chr19:12721532-12722116",NA,NA,"","",""
"cg13669740",0.0716378,0.58337599,2.13637334880646,0.0451943466588346,0.0451943466588346,-5.18351663139961,"3",114012833,"R","II","TIGIT","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg00955451",0.05765561,0.545220605,2.136030841166,0.0452255338757559,0.0452255338757559,-5.18413893572281,"15",29213640,"F","II","APBA2","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg26453670",0.017203853,0.0830046185,2.13575394381893,0.0452507611763142,0.0452507611763142,-5.18464198658179,"20",55966053,"R","II","RBM38","TSS1500","shore","TSS1500-shore","chr20:55966212-55966964",NA,NA,"","",""
"cg00346145",-0.02982319,0.138693225,-2.13572375000459,0.0452535128170805,0.0452535128170805,-5.1846968384616,"4",109541559,"R","II","RPL34","TSS200","opensea","TSS200-opensea","",TRUE,NA,"","",""
"cg27542948",0.0618964,0.67568127,2.13563730365096,0.0452613917369651,0.0452613917369651,-5.18485387936414,"7",64453684,"R","II","","IGR","opensea","IGR-opensea","",NA,NA,"","",""
"cg22105022",0.05265019,0.477636625,2.13542782323382,0.045280489424125,0.045280489424125,-5.18523441091935,"9",130508173,"R","II","SH2D3C","Body","shelf","Body-shelf","chr9:130504093-130504411",NA,NA,"","",""
"cg16855929",0.0377101199999999,0.41208384,2.1353506813048,0.0452875240577088,0.0452875240577088,-5.18537453716103,"1",231561414,"R","II","EGLN1","TSS1500","shelf","TSS1500-shelf","chr1:231556681-231558447",NA,NA,"","",""
"cg24528447",-0.020582065,0.1200123755,-2.13531935681732,0.0452903808453936,0.0452903808453936,-5.18543143634526,"5",92918517,"F","II","NR2F1","TSS1500","shore","TSS1500-shore","chr5:92919558-92921430",TRUE,NA,"","rs486200",""
"cg02399455",0.0609950900000001,0.716826165,2.13530867894793,0.0452913547025237,0.0452913547025237,-5.18545083197984,"7",87855714,"F","II","SRI","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg19098314",-0.02902565,0.234023935,-2.13486148137766,0.0453321576577964,0.0453321576577964,-5.1862630818213,"17",28804347,"R","II","GOSR1","TSS200","island","TSS200-island","chr17:28804336-28804693",NA,NA,"","",""
"cg21755709",0.11306345,0.387343715,2.13475758773066,0.0453416418344884,0.0453416418344884,-5.1864517697225,"21",45149398,"R","II","PDXK","Body","shore","Body-shore","chr21:45148454-45149262",NA,NA,"","",""
"cg14469290",0.03863533,0.675781145,2.13466582678344,0.0453500199451443,0.0453500199451443,-5.18661841786326,"9",116164446,"R","II","ALAD","TSS1500","shore","TSS1500-shore","chr9:116163208-116163848",NA,NA,"","",""
"cg08934427",0.05764208,0.63915277,2.13418554107075,0.045393894693178,0.045393894693178,-5.18749059714157,"3",38347441,"R","II","SLC22A14","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg18508125",-0.03460953,0.216773085,-2.13394536459634,0.0454158495687342,0.0454158495687342,-5.18792670166872,"8",28347573,"F","II","FBXO16","5'UTR","shelf","5'UTR-shelf","chr8:28351456-28352560",NA,NA,"","",""
"cg10579246",0.0513539699999999,0.519784945,2.13361546616233,0.0454460217493445,0.0454460217493445,-5.18852567019196,"3",16305290,"R","II","DPH3","Body","shore","Body-shore","chr3:16306136-16306986",NA,NA,"","",""
"cg12530270",0.03428883,0.826246245,2.13359103759379,0.0454482566842225,0.0454482566842225,-5.18857002075596,"1",155005172,"R","II","DCST1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg01465325",0.008170996,0.048242174,2.13352841184082,0.0454539866801315,0.0454539866801315,-5.18868371763162,"10",50747588,"F","II","ERCC6","TSS1500","shore","TSS1500-shore","chr10:50746634-50747329",NA,NA,"","",""
"cg27440834",0.0449858299999999,0.613660465,2.13323592743632,0.0454807564591042,0.0454807564591042,-5.18921469451084,"3",125239841,"F","II","SNX4","TSS1500","shore","TSS1500-shore","chr3:125238496-125239201",NA,NA,"","rs28384489",""
"cg02917772",-0.010499211,0.0633024295,-2.13289204873739,0.0455122484048424,0.0455122484048424,-5.18983891429783,"1",70876623,"R","II","CTH","TSS1500","island","TSS1500-island","chr1:70876622-70877091",NA,NA,"","",""
"cg05750321",0.03289513,0.853792415,2.13285125269075,0.0455159857628515,0.0455159857628515,-5.18991296441736,"15",57668039,"R","II","CGNL1","TSS1500","shore","TSS1500-shore","chr15:57668337-57669028",NA,NA,"","",""
"cg23707905",0.06314085,0.613904135,2.13249787426761,0.0455483706822246,0.0455483706822246,-5.19055435492564,"1",104096621,"F","II","RNPC3","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","",""
"cg27491887",-0.054591611,0.1985712845,-2.13212380309892,0.0455826747170602,0.0455826747170602,-5.19123323060134,"11",2554583,"F","II","KCNQ1","Body","shore","Body-shore","chr11:2555405-2555618",NA,TRUE,"","",""
"cg25477928",-0.009804622,0.066137188,-2.13189907396007,0.0456032946638386,0.0456032946638386,-5.19164103989674,"2",24583610,"F","II","ITSN2","TSS1500","island","TSS1500-island","chr2:24582620-24583611",NA,NA,"high-CpG:24436702-24437173","",""
"cg10134939",-0.0155039499999999,0.889185655,-2.1318536415592,0.0456074643257594,0.0456074643257594,-5.19172348144649,"2",75796855,"R","II","FAM176A","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg16342780",-0.04669143,0.854527325,-2.13096177594539,0.0456893873221814,0.0456893873221814,-5.19334163574197,"X",153030343,"F","II","PLXNB3","5'UTR","shelf","5'UTR-shelf","chrX:153032468-153033354",NA,TRUE,"","rs34858706",""
"cg24133115",0.006967603,0.0336946125,2.13065377262613,0.0457177101686636,0.0457177101686636,-5.19390036206491,"6",166075520,"R","II","PDE10A","5'UTR","island","5'UTR-island","chr6:166073882-166077752",NA,NA,"","",""
"cg22658979",0.04278299,0.698117985,2.13062067341631,0.0457207547962519,0.0457207547962519,-5.19396040190512,"11",102826469,"R","II","MMP13","TSS200","opensea","TSS200-opensea","",NA,NA,"","","rs56263074"
"cg10681137",0.0421942099999999,0.871479195,2.13037085295583,0.0457437404348238,0.0457437404348238,-5.1944135412721,"19",51607839,"R","I","CTU1","5'UTR","island","5'UTR-island","chr19:51607207-51607840",NA,NA,"","",""
"cg15750705",0.0317837200000001,0.85328549,2.13010834753094,0.0457679044822998,0.0457679044822998,-5.19488965342472,"1",35226707,"F","II","GJB4","5'UTR","shore","5'UTR-shore","chr1:35227028-35227276",NA,NA,"","",""
"cg13439730",0.04698287,0.435028515,2.12965742237456,0.0458094398718498,0.0458094398718498,-5.1957074207483,"16",31146999,"R","II","PRSS8","1stExon","opensea","1stExon-opensea","",NA,NA,"low-CpG:31054493-31054599","",""
"cg06852652",0.03809523,0.741166505,2.12962844396711,0.0458121102839428,0.0458121102839428,-5.19575997030509,"10",96442031,"F","II","CYP2C18","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg08724517",-0.0203385,0.16138294,-2.12962562211106,0.0458123703305631,0.0458123703305631,-5.19576508744582,"4",156298204,"R","II","MAP9","TSS200","shore","TSS200-shore","chr4:156297601-156298094",TRUE,NA,"","",""
"cg25140571",-0.02710926,0.18882398,-2.12958877371526,0.0458157661973526,0.0458157661973526,-5.19583190776548,"3",8811437,"R","II","OXTR","TSS200","shore","TSS200-shore","chr3:8808961-8811280",NA,NA,"","",""
"cg13619915",-0.011826065,0.0652153545,-2.12910876262357,0.045860023802884,0.045860023802884,-5.19670228618182,"3",164914437,"R","II","SLITRK3","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg12099357",-0.014240809,0.0712119175,-2.12903858550337,0.0458664974633136,0.0458664974633136,-5.1968295242645,"1",28052045,"F","II","FAM76A","TSS1500","shore","TSS1500-shore","chr1:28052145-28053002",NA,NA,"","rs4908363",""
"cg17980508",-0.02873083,0.228968705,-2.12893805682779,0.045875772419974,0.045875772419974,-5.19701178813584,"1",79085713,"F","II","IFI44L","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg03805684",0.01586572,0.17939588,2.12891654057172,0.0458777577692821,0.0458777577692821,-5.19705079755726,"11",61561219,"F","II","FEN1","5'UTR","shore","5'UTR-shore","chr11:61559907-61560549",NA,NA,"","",""
"cg13445249",0.03141917,0.507564755,2.1284703745961,0.0459189439718511,0.0459189439718511,-5.19785964992783,"18",28957111,"F","II","DSG4","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg09432154",0.05208943,0.518473375,2.12840662681521,0.0459248313526891,0.0459248313526891,-5.19797520930207,"3",151034669,"F","II","MED12L","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg15896447",0.0221965,0.7948121,2.12828050318488,0.0459364814257184,0.0459364814257184,-5.19820383465722,"14",24683287,"R","II","MDP1","Body","shore","Body-shore","chr14:24682402-24682837",NA,NA,"","",""
"cg02099418",0.05057524,0.47025987,2.12810184085322,0.0459529890954692,0.0459529890954692,-5.19852768277241,"2",204571146,"R","II","CD28","TSS200","opensea","TSS200-opensea","",NA,NA,"","","rs55705516"
"cg21642076",0.05478239,0.609272025,2.12759975692873,0.0459994083776124,0.0459994083776124,-5.19943768196767,"22",21054903,"R","II","TMEM191A","TSS1500","shore","TSS1500-shore","chr22:21056258-21058793",NA,NA,"","",""
"cg19062098",-0.00924952699999999,0.0383916855,-2.12739751736423,0.0460181180779304,0.0460181180779304,-5.19980419177695,"7",26239440,"R","II","HNRNPA2B1","Body","island","Body-island","chr7:26239418-26242062",NA,NA,"","",""
"cg17826679",0.030605603,0.1232480585,2.12720174426499,0.04603623611564,0.04603623611564,-5.20015896182105,"19",10736038,"R","II","SLC44A2","TSS200","island","TSS200-island","chr19:10735999-10736396",NA,TRUE,"","",""
"cg23540651",0.039838,0.46646752,2.12654739651047,0.0460968403560405,0.0460968403560405,-5.20134458844002,"1",89490034,"R","II","GBP3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg19342782",-0.01482819,0.317247145,-2.12653204418537,0.0460982631217106,0.0460982631217106,-5.20137240288881,"1",70821806,"R","II","HHLA3","Body","shore","Body-shore","chr1:70819733-70820719",NA,NA,"","",""
"cg17145652",-0.0362708899999999,0.398469335,-2.1262832469807,0.0461213257698961,0.0461213257698961,-5.20182314156071,"8",42750650,"R","II","RNF170","5'UTR","shore","5'UTR-shore","chr8:42751212-42753132",NA,NA,"","",""
"cg13701109",0.007439774,0.028278469,2.12584171749149,0.0461622797733451,0.0461622797733451,-5.20262296599386,"5",128795472,"R","II","ADAMTS19","TSS1500","shore","TSS1500-shore","chr5:128795503-128797417",NA,NA,"","",""
"cg19556572",0.04059514,0.53698608,2.12545502425683,0.0461981745017632,0.0461981745017632,-5.20332336943704,"9",117156701,"F","II","AKNA","TSS200","shelf","TSS200-shelf","chr9:117160139-117161064",NA,NA,"","rs16928692",""
"cg26306976",0.0387698399999999,0.77927948,2.12544963117106,0.0461986752926553,0.0461986752926553,-5.20333313717068,"2",9564901,"R","II","ITGB1BP1","TSS1500","shore","TSS1500-shore","chr2:9563126-9564282",NA,NA,"","",""
"cg15903837",0.04788353,0.501988885,2.12536725969688,0.0462063247500158,0.0462063247500158,-5.20348232303481,"11",72974996,"F","II","P2RY6","TSS1500","shore","TSS1500-shore","chr11:72975469-72975797",NA,NA,"","",""
"cg08331313",-0.007347924,0.046824053,-2.12515170408492,0.0462263478307401,0.0462263478307401,-5.20387270613092,"5",151066460,"R","II","SPARC","1stExon","opensea","1stExon-opensea","",TRUE,NA,"","",""
"cg04922833",0.007014244,0.038475538,2.1248014987024,0.0462588953594842,0.0462588953594842,-5.2045068942241,"10",77161525,"F","II","C10orf41","Body","island","Body-island","chr10:77155128-77169600",NA,NA,"high-CpG:76831142-76831731","",""
"cg27114120",0.015603814,0.079482214,2.12460679990062,0.0462769993306609,0.0462769993306609,-5.20485944646276,"20",5296302,"F","II","PROKR2","TSS1500","island","TSS1500-island","chr20:5296266-5297798",NA,NA,"","",""
